"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M"
"id","Geographic Area Name","Estimate!!Total!!All households","Margin of Error!!Total!!All households","Estimate!!Total!!All households!!Households speaking --!!Spanish","Margin of Error!!Total!!All households!!Households speaking --!!Spanish","Estimate!!Total!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Total!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Total!!All households!!Households speaking --!!Other languages","Margin of Error!!Total!!All households!!Households speaking --!!Other languages","Estimate!!Percent!!All households","Margin of Error!!Percent!!All households","Estimate!!Percent!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent!!All households!!Households speaking --!!Spanish","Estimate!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other languages","Estimate!!Limited English-speaking households!!All households","Margin of Error!!Limited English-speaking households!!All households","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Estimate!!Percent limited English-speaking households!!All households","Margin of Error!!Percent limited English-speaking households!!All households","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages"
"8600000US02575","ZCTA5 02575","1068","181","14","22","24","24","0","12","0","12","(X)","(X)","1.3","2.0","2.2","2.2","0.0","3.2","0.0","3.2","0","12","0","12","0","12","0","12","0","12","0.0","3.2","0.0","82.3","0.0","62.8","-","**","-","**"
"8600000US02576","ZCTA5 02576","1798","196","0","12","118","75","0","12","0","12","(X)","(X)","0.0","1.9","6.6","4.3","0.0","1.9","0.0","1.9","23","28","0","12","23","28","0","12","0","12","1.3","1.5","-","**","19.5","21.8","-","**","-","**"
"8600000US02584","ZCTA5 02584","0","12","0","12","0","12","0","12","0","12","(X)","(X)","-","**","-","**","-","**","-","**","0","12","0","12","0","12","0","12","0","12","-","**","-","**","-","**","-","**","-","**"
"8600000US02601","ZCTA5 02601","6362","339","454","100","1041","205","58","41","109","74","(X)","(X)","7.1","1.6","16.4","3.1","0.9","0.6","1.7","1.2","552","153","171","82","361","134","0","19","20","32","8.7","2.4","37.7","16.6","34.7","9.5","0.0","40.4","18.3","32.4"
"8600000US02630","ZCTA5 02630","773","134","0","12","113","71","15","18","0","12","(X)","(X)","0.0","4.4","14.6","8.8","1.9","2.4","0.0","4.4","13","21","0","12","13","21","0","12","0","12","1.7","2.8","-","**","11.5","19.1","0.0","79.5","-","**"
"8600000US02631","ZCTA5 02631","4142","224","63","45","111","66","52","68","0","17","(X)","(X)","1.5","1.1","2.7","1.6","1.3","1.6","0.0","0.8","0","17","0","17","0","17","0","17","0","17","0.0","0.8","0.0","38.8","0.0","26.5","0.0","42.7","-","**"
"8600000US02632","ZCTA5 02632","4410","290","23","27","366","109","45","32","49","56","(X)","(X)","0.5","0.6","8.3","2.4","1.0","0.7","1.1","1.3","51","56","0","19","51","56","0","19","0","19","1.2","1.3","0.0","64.2","13.9","13.6","0.0","45.9","0.0","44.0"
"8600000US02633","ZCTA5 02633","2054","146","0","12","46","45","0","12","0","12","(X)","(X)","0.0","1.7","2.2","2.2","0.0","1.7","0.0","1.7","0","12","0","12","0","12","0","12","0","12","0.0","1.7","-","**","0.0","45.4","-","**","-","**"
"8600000US02635","ZCTA5 02635","1395","201","28","33","104","68","17","28","15","24","(X)","(X)","2.0","2.4","7.5","4.8","1.2","2.0","1.1","1.7","17","28","0","12","17","28","0","12","0","12","1.2","2.0","0.0","58.2","16.3","27.4","0.0","74.6","0.0","79.5"
"8600000US02637","ZCTA5 02637","77","30","0","12","0","12","0","12","0","12","(X)","(X)","0.0","34.6","0.0","34.6","0.0","34.6","0.0","34.6","0","12","0","12","0","12","0","12","0","12","0.0","34.6","-","**","-","**","-","**","-","**"
"8600000US02638","ZCTA5 02638","1573","168","25","30","115","70","18","27","0","12","(X)","(X)","1.6","1.9","7.3","4.3","1.1","1.7","0.0","2.2","0","12","0","12","0","12","0","12","0","12","0.0","2.2","0.0","61.6","0.0","25.8","0.0","72.5","-","**"
"8600000US02639","ZCTA5 02639","1511","170","33","54","148","78","13","20","11","16","(X)","(X)","2.2","3.5","9.8","5.0","0.9","1.3","0.7","1.0","43","56","33","54","10","15","0","12","0","12","2.8","3.6","100.0","53.6","6.8","9.7","0.0","85.4","0.0","92.8"
"8600000US02641","ZCTA5 02641","117","71","0","12","0","12","0","12","0","12","(X)","(X)","0.0","25.4","0.0","25.4","0.0","25.4","0.0","25.4","0","12","0","12","0","12","0","12","0","12","0.0","25.4","-","**","-","**","-","**","-","**"
"8600000US02642","ZCTA5 02642","2388","148","27","25","105","56","8","13","0","12","(X)","(X)","1.1","1.0","4.4","2.4","0.3","0.5","0.0","1.5","0","12","0","12","0","12","0","12","0","12","0.0","1.5","0.0","59.2","0.0","27.7","0.0","100.0","-","**"
"8600000US02643","ZCTA5 02643","0","12","0","12","0","12","0","12","0","12","(X)","(X)","-","**","-","**","-","**","-","**","0","12","0","12","0","12","0","12","0","12","-","**","-","**","-","**","-","**","-","**"
"8600000US02644","ZCTA5 02644","1434","125","17","27","75","86","11","19","0","12","(X)","(X)","1.2","1.9","5.2","5.8","0.8","1.3","0.0","2.4","0","12","0","12","0","12","0","12","0","12","0.0","2.4","0.0","74.6","0.0","35.2","0.0","92.8","-","**"
"8600000US02645","ZCTA5 02645","3950","238","35","33","231","111","0","17","40","44","(X)","(X)","0.9","0.8","5.8","2.9","0.0","0.9","1.0","1.1","60","38","21","26","39","32","0","17","0","17","1.5","1.0","60.0","48.3","16.9","13.4","-","**","0.0","48.7"
"8600000US02646","ZCTA5 02646","1017","148","0","12","25","22","0","12","0","12","(X)","(X)","0.0","3.4","2.5","2.2","0.0","3.4","0.0","3.4","0","12","0","12","0","12","0","12","0","12","0.0","3.4","-","**","0.0","61.6","-","**","-","**"
"8600000US02647","ZCTA5 02647","52","44","0","12","0","12","0","12","0","12","(X)","(X)","0.0","42.7","0.0","42.7","0.0","42.7","0.0","42.7","0","12","0","12","0","12","0","12","0","12","0.0","42.7","-","**","-","**","-","**","-","**"
"8600000US02648","ZCTA5 02648","2834","212","61","51","192","120","0","17","39","57","(X)","(X)","2.2","1.8","6.8","4.2","0.0","1.2","1.4","2.0","31","45","0","17","31","45","0","17","0","17","1.1","1.6","0.0","39.4","16.1","22.7","-","**","0.0","49.3"
"8600000US02649","ZCTA5 02649","6360","270","118","78","261","82","43","38","12","14","(X)","(X)","1.9","1.2","4.1","1.3","0.7","0.6","0.2","0.2","62","61","38","55","13","19","11","18","0","19","1.0","1.0","32.2","37.2","5.0","7.4","25.6","33.6","0.0","88.8"
"8600000US02650","ZCTA5 02650","373","89","19","30","16","19","0","12","0","12","(X)","(X)","5.1","7.9","4.3","5.1","0.0","9.0","0.0","9.0","0","12","0","12","0","12","0","12","0","12","0.0","9.0","0.0","70.6","0.0","76.9","-","**","-","**"
"8600000US02651","ZCTA5 02651","8","12","0","12","0","12","0","12","0","12","(X)","(X)","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0","12","0","12","0","12","0","12","0","12","0.0","100.0","-","**","-","**","-","**","-","**"
"8600000US02652","ZCTA5 02652","338","108","0","12","0","12","0","12","0","12","(X)","(X)","0.0","9.8","0.0","9.8","0.0","9.8","0.0","9.8","0","12","0","12","0","12","0","12","0","12","0.0","9.8","-","**","-","**","-","**","-","**"
"8600000US02653","ZCTA5 02653","2749","159","88","45","84","42","24","30","51","52","(X)","(X)","3.2","1.6","3.1","1.5","0.9","1.1","1.9","1.9","0","17","0","17","0","17","0","17","0","17","0.0","1.3","0.0","31.6","0.0","32.7","0.0","62.8","0.0","43.1"
"8600000US02655","ZCTA5 02655","1422","143","59","51","152","57","12","18","0","12","(X)","(X)","4.1","3.5","10.7","4.0","0.8","1.2","0.0","2.4","70","50","27","48","43","39","0","12","0","12","4.9","3.5","45.8","54.2","28.3","21.4","0.0","88.8","-","**"
"8600000US02657","ZCTA5 02657","1702","103","56","37","91","52","16","18","32","30","(X)","(X)","3.3","2.2","5.3","3.1","0.9","1.1","1.9","1.8","43","35","11","18","25","28","7","12","0","12","2.5","2.1","19.6","29.1","27.5","29.5","43.8","56.2","0.0","54.4"
"8600000US02659","ZCTA5 02659","448","76","14","19","17","25","0","12","0","12","(X)","(X)","3.1","4.1","3.8","5.7","0.0","7.5","0.0","7.5","0","12","0","12","0","12","0","12","0","12","0.0","7.5","0.0","82.3","0.0","74.6","-","**","-","**"
"8600000US02660","ZCTA5 02660","2932","196","24","29","67","48","15","24","7","12","(X)","(X)","0.8","1.0","2.3","1.7","0.5","0.8","0.2","0.4","51","41","11","18","25","27","15","24","0","17","1.7","1.4","45.8","54.2","37.3","25.7","100.0","79.5","0.0","100.0"
"8600000US02663","ZCTA5 02663","64","52","0","12","0","12","0","12","0","12","(X)","(X)","0.0","38.5","0.0","38.5","0.0","38.5","0.0","38.5","0","12","0","12","0","12","0","12","0","12","0.0","38.5","-","**","-","**","-","**","-","**"
"8600000US02664","ZCTA5 02664","3986","233","65","61","360","130","26","29","0","17","(X)","(X)","1.6","1.5","9.0","3.3","0.7","0.7","0.0","0.9","161","89","29","44","106","74","26","29","0","17","4.0","2.2","44.6","44.7","29.4","18.3","100.0","60.4","-","**"
"8600000US02666","ZCTA5 02666","263","102","0","12","27","34","0","12","0","12","(X)","(X)","0.0","12.4","10.3","13.4","0.0","12.4","0.0","12.4","20","33","0","12","20","33","0","12","0","12","7.6","12.7","-","**","74.1","49.3","-","**","-","**"
"8600000US02667","ZCTA5 02667","1534","195","19","23","37","32","11","16","31","38","(X)","(X)","1.2","1.4","2.4","2.2","0.7","1.1","2.0","2.4","12","18","0","12","12","18","0","12","0","12","0.8","1.2","0.0","70.6","32.4","40.8","0.0","92.8","0.0","55.3"
"8600000US02668","ZCTA5 02668","1158","145","0","12","41","33","0","12","0","12","(X)","(X)","0.0","3.0","3.5","2.9","0.0","3.0","0.0","3.0","0","12","0","12","0","12","0","12","0","12","0.0","3.0","-","**","0.0","48.1","-","**","-","**"
"8600000US02669","ZCTA5 02669","19","25","0","12","0","12","0","12","0","12","(X)","(X)","0.0","70.6","0.0","70.6","0.0","70.6","0.0","70.6","0","12","0","12","0","12","0","12","0","12","0.0","70.6","-","**","-","**","-","**","-","**"
"8600000US02670","ZCTA5 02670","710","92","41","32","16","13","6","9","19","28","(X)","(X)","5.8","4.4","2.3","1.8","0.8","1.2","2.7","3.8","5","7","0","12","5","7","0","12","0","12","0.7","1.1","0.0","48.1","31.3","44.6","0.0","100.0","0.0","70.6"
"8600000US02671","ZCTA5 02671","510","115","11","17","18","20","0","12","0","12","(X)","(X)","2.2","3.3","3.5","3.9","0.0","6.6","0.0","6.6","0","12","0","12","0","12","0","12","0","12","0.0","6.6","0.0","92.8","0.0","72.5","-","**","-","**"
"8600000US02672","ZCTA5 02672","136","90","0","12","10","15","0","12","0","12","(X)","(X)","0.0","22.4","7.4","11.7","0.0","22.4","0.0","22.4","0","12","0","12","0","12","0","12","0","12","0.0","22.4","-","**","0.0","97.3","-","**","-","**"
"8600000US02673","ZCTA5 02673","3610","246","112","84","316","117","66","58","74","57","(X)","(X)","3.1","2.3","8.8","3.1","1.8","1.6","2.0","1.6","73","49","0","17","59","44","14","20","0","17","2.0","1.4","0.0","26.3","18.7","12.2","21.2","35.8","0.0","35.5"
"8600000US02675","ZCTA5 02675","3096","189","55","37","153","76","18","21","0","17","(X)","(X)","1.8","1.2","4.9","2.4","0.6","0.7","0.0","1.1","19","20","0","17","19","20","0","17","0","17","0.6","0.6","0.0","41.5","12.4","11.7","0.0","72.5","-","**"
"8600000US02702","ZCTA5 02702","1526","91","23","25","172","90","9","15","0","12","(X)","(X)","1.5","1.6","11.3","6.0","0.6","0.9","0.0","2.3","16","17","0","12","16","17","0","12","0","12","1.0","1.1","0.0","64.2","9.3","10.5","0.0","100.0","-","**"
"8600000US02703","ZCTA5 02703","17632","494","758","144","1452","281","336","118","265","135","(X)","(X)","4.3","0.8","8.2","1.6","1.9","0.7","1.5","0.8","485","152","178","104","216","121","63","56","28","33","2.8","0.9","23.5","12.6","14.9","7.5","18.8","15.6","10.6","11.9"
"8600000US02713","ZCTA5 02713","26","12","0","12","2","5","0","12","0","12","(X)","(X)","0.0","60.4","7.7","19.7","0.0","60.4","0.0","60.4","0","12","0","12","0","12","0","12","0","12","0.0","60.4","-","**","0.0","100.0","-","**","-","**"
"8600000US02715","ZCTA5 02715","1432","196","0","12","219","121","0","12","20","31","(X)","(X)","0.0","2.4","15.3","7.9","0.0","2.4","1.4","2.2","75","99","0","12","75","99","0","12","0","12","5.2","6.5","-","**","34.2","35.7","-","**","0.0","68.8"
"8600000US02717","ZCTA5 02717","1736","116","0","12","185","67","0","12","0","12","(X)","(X)","0.0","2.0","10.7","3.9","0.0","2.0","0.0","2.0","32","29","0","12","32","29","0","12","0","12","1.8","1.6","-","**","17.3","14.4","-","**","-","**"
"8600000US02718","ZCTA5 02718","2371","150","122","123","308","133","18","37","39","27","(X)","(X)","5.1","5.1","13.0","5.7","0.8","1.6","1.6","1.2","48","57","0","17","48","57","0","17","0","17","2.0","2.4","0.0","24.6","15.6","16.7","0.0","72.5","0.0","49.3"
"8600000US02719","ZCTA5 02719","6392","247","194","112","655","170","109","89","11","19","(X)","(X)","3.0","1.8","10.2","2.7","1.7","1.4","0.2","0.3","141","85","7","11","75","56","59","63","0","19","2.2","1.3","3.6","6.1","11.5","8.0","54.1","29.9","0.0","92.8"
"8600000US02720","ZCTA5 02720","12813","417","764","231","3590","350","122","62","49","42","(X)","(X)","6.0","1.8","28.0","2.9","1.0","0.5","0.4","0.3","900","170","166","109","695","134","28","25","11","18","7.0","1.3","21.7","12.3","19.4","3.4","23.0","19.4","22.4","34.9"
"8600000US02721","ZCTA5 02721","10677","322","836","244","3839","380","127","83","100","82","(X)","(X)","7.8","2.3","36.0","3.6","1.2","0.8","0.9","0.8","1188","236","169","96","980","212","39","39","0","23","11.1","2.1","20.2","9.4","25.5","5.2","30.7","23.5","0.0","28.8"
"8600000US02723","ZCTA5 02723","6933","308","755","225","2055","286","66","60","63","46","(X)","(X)","10.9","3.2","29.6","3.8","1.0","0.9","0.9","0.7","899","205","270","151","583","189","10","17","36","42","13.0","3.0","35.8","15.6","28.4","7.8","15.2","25.3","57.1","47.6"
"8600000US02724","ZCTA5 02724","7889","283","736","186","2460","344","119","84","29","32","(X)","(X)","9.3","2.4","31.2","4.0","1.5","1.1","0.4","0.4","987","271","320","158","667","206","0","19","0","19","12.5","3.3","43.5","17.1","27.1","7.6","0.0","25.1","0.0","57.1"
"8600000US02725","ZCTA5 02725","931","138","9","15","206","107","0","12","103","97","(X)","(X)","1.0","1.7","22.1","11.1","0.0","3.7","11.1","10.4","45","52","0","12","45","52","0","12","0","12","4.8","5.8","0.0","100.0","21.8","24.0","-","**","0.0","28.1"
"8600000US02726","ZCTA5 02726","6025","232","46","36","818","178","21","35","65","64","(X)","(X)","0.8","0.6","13.6","2.8","0.3","0.6","1.1","1.1","41","33","0","19","41","33","0","19","0","19","0.7","0.5","0.0","45.4","5.0","4.3","0.0","67.2","0.0","38.2"
"8600000US02738","ZCTA5 02738","1942","114","51","62","224","87","32","40","0","17","(X)","(X)","2.6","3.2","11.5","4.5","1.6","2.0","0.0","1.8","25","39","0","17","0","17","25","39","0","17","1.3","2.0","0.0","43.1","0.0","14.4","78.1","48.0","-","**"
"8600000US02739","ZCTA5 02739","2648","140","52","55","223","138","0","17","0","17","(X)","(X)","2.0","2.1","8.4","5.3","0.0","1.3","0.0","1.3","0","17","0","17","0","17","0","17","0","17","0.0","1.3","0.0","42.7","0.0","14.5","-","**","-","**"
"8600000US02740","ZCTA5 02740","17996","415","2301","251","4024","355","244","99","146","67","(X)","(X)","12.8","1.4","22.4","1.8","1.4","0.6","0.8","0.4","1579","266","661","174","834","176","68","49","16","24","8.8","1.5","28.7","6.8","20.7","4.2","27.9","15.6","11.0","17.3"
"8600000US02743","ZCTA5 02743","4094","191","69","59","730","174","10","16","0","19","(X)","(X)","1.7","1.5","17.8","4.3","0.2","0.4","0.0","0.8","51","46","26","40","25","25","0","19","0","19","1.2","1.1","37.7","50.2","3.4","3.3","0.0","97.3","-","**"
"8600000US02744","ZCTA5 02744","4598","190","796","159","1362","177","48","40","0","19","(X)","(X)","17.3","3.3","29.6","4.0","1.0","0.9","0.0","0.8","740","157","312","106","407","120","21","25","0","19","16.1","3.4","39.2","10.3","29.9","7.6","43.8","42.6","-","**"
"8600000US02745","ZCTA5 02745","10067","300","817","201","2758","270","54","36","52","49","(X)","(X)","8.1","1.9","27.4","2.7","0.5","0.4","0.5","0.5","814","182","174","88","623","154","17","21","0","23","8.1","1.8","21.3","9.0","22.6","5.2","31.5","35.5","0.0","42.7"
"8600000US02746","ZCTA5 02746","6135","232","1879","222","1413","231","51","52","60","89","(X)","(X)","30.6","3.7","23.0","3.7","0.8","0.8","1.0","1.4","1186","205","720","177","456","139","10","13","0","19","19.3","3.3","38.3","8.5","32.3","8.0","19.6","32.2","0.0","39.7"
"8600000US02747","ZCTA5 02747","6924","247","21","23","1368","180","153","79","41","35","(X)","(X)","0.3","0.3","19.8","2.7","2.2","1.1","0.6","0.5","138","56","0","23","123","52","15","22","0","23","2.0","0.8","0.0","67.2","9.0","3.7","9.8","14.1","0.0","48.1"
"8600000US02748","ZCTA5 02748","4778","245","102","92","892","197","64","53","0","19","(X)","(X)","2.1","1.9","18.7","3.9","1.3","1.1","0.0","0.7","45","39","0","19","29","26","16","26","0","19","0.9","0.8","0.0","28.3","3.3","3.2","25.0","37.7","-","**"
"8600000US02760","ZCTA5 02760","10480","343","432","144","607","144","439","114","191","109","(X)","(X)","4.1","1.4","5.8","1.4","4.2","1.1","1.8","1.1","148","85","31","34","31","34","86","68","0","23","1.4","0.8","7.2","7.9","5.1","5.6","19.6","14.4","0.0","16.7"
"8600000US02762","ZCTA5 02762","3666","210","33","37","234","112","39","47","35","39","(X)","(X)","0.9","1.0","6.4","3.0","1.1","1.3","1.0","1.1","16","25","0","17","0","17","0","17","16","25","0.4","0.7","0.0","53.6","0.0","13.9","0.0","49.3","45.7","54.3"
"8600000US02763","ZCTA5 02763","591","93","0","12","7","12","8","14","42","59","(X)","(X)","0.0","5.7","1.2","2.0","1.4","2.4","7.1","9.9","0","12","0","12","0","12","0","12","0","12","0.0","5.7","-","**","0.0","100.0","0.0","100.0","0.0","47.5"
"8600000US02764","ZCTA5 02764","1403","178","0","12","126","89","0","12","0","12","(X)","(X)","0.0","2.5","9.0","6.0","0.0","2.5","0.0","2.5","16","26","0","12","16","26","0","12","0","12","1.1","1.9","-","**","12.7","22.9","-","**","-","**"
"8600000US02766","ZCTA5 02766","6570","249","101","61","294","107","54","44","52","34","(X)","(X)","1.5","0.9","4.5","1.6","0.8","0.7","0.8","0.5","47","40","0","19","47","40","0","19","0","19","0.7","0.6","0.0","28.5","16.0","13.4","0.0","41.9","0.0","42.7"
"8600000US02767","ZCTA5 02767","5303","246","140","77","333","145","23","25","38","41","(X)","(X)","2.6","1.5","6.3","2.7","0.4","0.5","0.7","0.8","36","39","0","19","36","39","0","19","0","19","0.7","0.7","0.0","21.9","10.8","13.3","0.0","64.2","0.0","49.9"
"8600000US02769","ZCTA5 02769","4160","192","14","22","484","155","21","24","14","22","(X)","(X)","0.3","0.5","11.6","3.8","0.5","0.6","0.3","0.5","132","122","0","19","132","122","0","19","0","19","3.2","2.9","0.0","82.3","27.3","20.9","0.0","67.2","0.0","82.3"
"8600000US02770","ZCTA5 02770","1888","116","34","29","125","50","21","23","8","13","(X)","(X)","1.8","1.5","6.6","2.6","1.1","1.2","0.4","0.7","29","27","0","17","16","18","13","21","0","17","1.5","1.4","0.0","52.8","12.8","13.7","61.9","59.5","0.0","100.0"
"8600000US02771","ZCTA5 02771","6052","212","154","90","619","186","30","43","14","25","(X)","(X)","2.5","1.5","10.2","3.1","0.5","0.7","0.2","0.4","82","54","0","19","82","54","0","19","0","19","1.4","0.9","0.0","20.2","13.2","8.2","0.0","56.2","0.0","82.3"
"8600000US02777","ZCTA5 02777","6361","226","33","34","1043","213","74","65","0","19","(X)","(X)","0.5","0.5","16.4","3.3","1.2","1.0","0.0","0.5","134","71","0","19","109","68","25","31","0","19","2.1","1.1","0.0","53.6","10.5","6.7","33.8","40.6","-","**"
"8600000US02779","ZCTA5 02779","2384","126","0","17","160","92","0","17","16","25","(X)","(X)","0.0","1.5","6.7","3.8","0.0","1.5","0.7","1.0","17","26","0","17","17","26","0","17","0","17","0.7","1.1","-","**","10.6","16.4","-","**","0.0","76.9"
"8600000US02780","ZCTA5 02780","19910","457","1164","282","4010","393","167","69","131","66","(X)","(X)","5.8","1.4","20.1","1.9","0.8","0.3","0.7","0.3","1256","240","186","127","983","234","61","47","26","24","6.3","1.2","16.0","10.1","24.5","5.4","36.5","21.3","19.8","21.0"
"8600000US02790","ZCTA5 02790","6388","241","131","97","1212","261","0","19","0","19","(X)","(X)","2.1","1.5","19.0","4.1","0.0","0.5","0.0","0.5","97","51","14","23","83","52","0","19","0","19","1.5","0.8","10.7","17.3","6.8","4.2","-","**","-","**"
"8600000US02791","ZCTA5 02791","234","86","24","38","23","38","0","12","0","12","(X)","(X)","10.3","15.6","9.8","15.6","0.0","13.9","0.0","13.9","0","12","0","12","0","12","0","12","0","12","0.0","13.9","0.0","62.8","0.0","64.2","-","**","-","**"
"0400000US25","Massachusetts","2617497","4909","242381","2227","277123","3375","113434","1644","39255","1282","(X)","(X)","9.3","0.1","10.6","0.1","4.3","0.1","1.5","0.1","152845","2902","63354","1946","51014","1595","32241","1120","6236","643","5.8","0.1","26.1","0.7","18.4","0.6","28.4","0.9","15.9","1.5"
