"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M"
"id","Geographic Area Name","Estimate!!Total!!All households","Margin of Error!!Total!!All households","Estimate!!Total!!All households!!Households speaking --!!Spanish","Margin of Error!!Total!!All households!!Households speaking --!!Spanish","Estimate!!Total!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Total!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Total!!All households!!Households speaking --!!Other languages","Margin of Error!!Total!!All households!!Households speaking --!!Other languages","Estimate!!Percent!!All households","Margin of Error!!Percent!!All households","Estimate!!Percent!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent!!All households!!Households speaking --!!Spanish","Estimate!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other languages","Estimate!!Limited English-speaking households!!All households","Margin of Error!!Limited English-speaking households!!All households","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Estimate!!Percent limited English-speaking households!!All households","Margin of Error!!Percent limited English-speaking households!!All households","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages"
"8600000US01923","ZCTA5 01923","10689","303","239","82","979","229","105","62","208","134","(X)","(X)","2.2","0.8","9.2","2.2","1.0","0.6","1.9","1.3","246","115","38","34","171","104","27","33","10","15","2.3","1.1","15.9","14.2","17.5","10.8","25.7","27.4","4.8","8.5"
"8600000US01929","ZCTA5 01929","1457","109","9","14","58","39","0","12","0","12","(X)","(X)","0.6","0.9","4.0","2.7","0.0","2.4","0.0","2.4","11","16","0","12","11","16","0","12","0","12","0.8","1.1","0.0","100.0","19.0","26.5","-","**","-","**"
"8600000US01930","ZCTA5 01930","13110","311","269","111","981","185","101","64","51","37","(X)","(X)","2.1","0.8","7.5","1.4","0.8","0.5","0.4","0.3","296","126","113","84","143","92","29","33","11","15","2.3","1.0","42.0","23.8","14.6","9.0","28.7","29.3","21.6","32.2"
"8600000US01937","ZCTA5 01937","0","12","0","12","0","12","0","12","0","12","(X)","(X)","-","**","-","**","-","**","-","**","0","12","0","12","0","12","0","12","0","12","-","**","-","**","-","**","-","**","-","**"
"8600000US01938","ZCTA5 01938","5761","236","182","77","280","92","66","46","12","17","(X)","(X)","3.2","1.4","4.9","1.6","1.1","0.8","0.2","0.3","83","50","34","38","49","31","0","19","0","19","1.4","0.9","18.7","19.1","17.5","11.7","0.0","37.9","0.0","88.8"
"8600000US01940","ZCTA5 01940","4965","217","109","63","464","160","141","75","11","18","(X)","(X)","2.2","1.3","9.3","3.2","2.8","1.5","0.2","0.4","136","101","9","14","99","87","17","26","11","18","2.7","2.0","8.3","13.3","21.3","14.6","12.1","17.5","100.0","92.8"
"8600000US01944","ZCTA5 01944","2075","150","77","56","137","70","0","17","12","19","(X)","(X)","3.7","2.7","6.6","3.5","0.0","1.7","0.6","0.9","32","29","0","17","32","29","0","17","0","17","1.5","1.4","0.0","34.6","23.4","20.0","-","**","0.0","88.8"
"8600000US01945","ZCTA5 01945","8122","221","307","142","683","177","133","60","44","54","(X)","(X)","3.8","1.7","8.4","2.2","1.6","0.7","0.5","0.7","129","67","18","30","83","52","28","32","0","23","1.6","0.8","5.9","10.3","12.2","7.8","21.1","21.5","0.0","46.4"
"8600000US01949","ZCTA5 01949","2999","206","37","44","277","124","28","26","98","72","(X)","(X)","1.2","1.5","9.2","4.0","0.9","0.9","3.3","2.5","52","40","0","17","35","40","0","17","17","28","1.7","1.3","0.0","50.6","12.6","13.1","0.0","58.2","17.3","28.2"
"8600000US01950","ZCTA5 01950","7836","319","118","85","462","201","23","27","0","19","(X)","(X)","1.5","1.1","5.9","2.6","0.3","0.3","0.0","0.4","63","91","0","19","63","91","0","19","0","19","0.8","1.2","0.0","25.2","13.6","18.9","0.0","64.2","-","**"
"8600000US01951","ZCTA5 01951","1354","178","0","12","43","39","0","12","30","34","(X)","(X)","0.0","2.5","3.2","3.0","0.0","2.5","2.2","2.4","0","12","0","12","0","12","0","12","0","12","0.0","2.5","-","**","0.0","46.9","-","**","0.0","56.2"
"8600000US01952","ZCTA5 01952","3889","210","79","50","213","105","46","55","0","17","(X)","(X)","2.0","1.3","5.5","2.6","1.2","1.4","0.0","0.9","40","40","14","26","14","21","12","18","0","17","1.0","1.0","17.7","27.6","6.6","10.2","26.1","56.1","-","**"
"8600000US01960","ZCTA5 01960","21541","504","1474","260","3273","361","171","96","119","65","(X)","(X)","6.8","1.2","15.2","1.7","0.8","0.4","0.6","0.3","974","219","362","138","598","180","14","20","0","29","4.5","1.0","24.6","8.9","18.3","5.2","8.2","11.8","0.0","25.1"
"8600000US01966","ZCTA5 01966","3324","165","32","37","106","44","0","17","0","17","(X)","(X)","1.0","1.1","3.2","1.3","0.0","1.0","0.0","1.0","0","17","0","17","0","17","0","17","0","17","0.0","1.0","0.0","54.4","0.0","27.5","-","**","-","**"
"8600000US01969","ZCTA5 01969","2210","106","19","31","77","64","11","19","0","17","(X)","(X)","0.9","1.4","3.5","2.9","0.5","0.8","0.0","1.6","20","34","0","17","20","34","0","17","0","17","0.9","1.5","0.0","70.6","26.0","39.5","0.0","92.8","-","**"
"8600000US01970","ZCTA5 01970","18371","607","2537","296","1108","247","331","123","188","89","(X)","(X)","13.8","1.6","6.0","1.3","1.8","0.7","1.0","0.5","1133","252","889","245","222","108","22","25","0","26","6.2","1.3","35.0","7.9","20.0","8.9","6.6","7.9","0.0","16.9"
"8600000US01982","ZCTA5 01982","2719","140","53","35","145","56","101","61","11","18","(X)","(X)","1.9","1.3","5.3","2.1","3.7","2.3","0.4","0.6","81","64","0","17","9","14","72","61","0","17","3.0","2.4","0.0","42.3","6.2","9.9","71.3","29.9","0.0","92.8"
"8600000US01983","ZCTA5 01983","2206","134","19","29","99","59","17","27","0","17","(X)","(X)","0.9","1.3","4.5","2.6","0.8","1.2","0.0","1.6","13","20","0","17","13","20","0","17","0","17","0.6","0.9","0.0","70.6","13.1","19.3","0.0","74.6","-","**"
"8600000US01984","ZCTA5 01984","1418","92","24","27","59","41","7","10","0","17","(X)","(X)","1.7","1.9","4.2","2.9","0.5","0.7","0.0","2.4","0","17","0","17","0","17","0","17","0","17","0.0","2.4","0.0","62.8","0.0","40.1","0.0","100.0","-","**"
"8600000US01985","ZCTA5 01985","1678","99","47","39","59","36","22","25","13","21","(X)","(X)","2.8","2.3","3.5","2.1","1.3","1.5","0.8","1.3","0","12","0","12","0","12","0","12","0","12","0.0","2.1","0.0","44.9","0.0","40.1","0.0","65.6","0.0","85.4"
"8600000US02019","ZCTA5 02019","6526","263","207","144","328","123","142","92","22","34","(X)","(X)","3.2","2.2","5.0","1.9","2.2","1.4","0.3","0.5","80","91","53","85","27","32","0","19","0","19","1.2","1.4","25.6","35.4","8.2","9.4","0.0","21.6","0.0","65.6"
"8600000US02021","ZCTA5 02021","9064","232","304","154","978","236","446","100","178","108","(X)","(X)","3.4","1.7","10.8","2.6","4.9","1.1","2.0","1.2","367","160","107","126","144","98","116","98","0","23","4.0","1.7","35.2","30.0","14.7","9.0","26.0","19.3","0.0","17.8"
"8600000US02025","ZCTA5 02025","3087","145","56","55","206","113","17","28","18","30","(X)","(X)","1.8","1.8","6.7","3.6","0.6","0.9","0.6","1.0","0","17","0","17","0","17","0","17","0","17","0.0","1.1","0.0","41.1","0.0","15.6","0.0","74.6","0.0","72.5"
"8600000US02026","ZCTA5 02026","10026","320","762","150","860","170","232","84","97","54","(X)","(X)","7.6","1.5","8.6","1.7","2.3","0.8","1.0","0.5","152","64","31","31","104","50","0","23","17","27","1.5","0.6","4.1","4.1","12.1","5.4","0.0","14.0","17.5","25.7"
"8600000US02030","ZCTA5 02030","2031","70","103","54","378","106","110","51","0","17","(X)","(X)","5.1","2.7","18.6","5.2","5.4","2.5","0.0","1.7","15","19","0","17","15","19","0","17","0","17","0.7","0.9","0.0","28.1","4.0","4.9","0.0","26.7","-","**"
"8600000US02032","ZCTA5 02032","1425","153","19","29","134","83","97","48","0","12","(X)","(X)","1.3","2.0","9.4","5.8","6.8","3.4","0.0","2.4","24","30","0","12","17","27","7","15","0","12","1.7","2.1","0.0","70.6","12.7","20.4","7.2","16.1","-","**"
"8600000US02035","ZCTA5 02035","6805","336","206","95","654","190","127","83","89","55","(X)","(X)","3.0","1.4","9.6","2.8","1.9","1.2","1.3","0.8","105","78","28","43","77","60","0","19","0","19","1.5","1.1","13.6","19.8","11.8","8.8","0.0","23.8","0.0","31.4"
"8600000US02038","ZCTA5 02038","11941","248","177","93","465","166","450","127","113","99","(X)","(X)","1.5","0.8","3.9","1.4","3.8","1.1","0.9","0.8","58","47","0","26","15","24","43","36","0","26","0.5","0.4","0.0","17.8","3.2","5.5","9.6","7.8","0.0","26.1"
"8600000US02043","ZCTA5 02043","8873","238","100","51","489","137","81","57","0","23","(X)","(X)","1.1","0.6","5.5","1.6","0.9","0.6","0.0","0.4","15","26","0","23","0","23","15","26","0","23","0.2","0.3","0.0","28.8","0.0","6.9","18.5","29.0","-","**"
"8600000US02045","ZCTA5 02045","4765","192","90","55","199","99","20","22","7","11","(X)","(X)","1.9","1.2","4.2","2.1","0.4","0.5","0.1","0.2","46","48","0","19","37","45","9","14","0","19","1.0","1.0","0.0","31.1","18.6","20.8","45.0","55.0","0.0","100.0"
"8600000US02047","ZCTA5 02047","75","41","0","12","0","12","0","12","0","12","(X)","(X)","0.0","35.2","0.0","35.2","0.0","35.2","0.0","35.2","0","12","0","12","0","12","0","12","0","12","0.0","35.2","-","**","-","**","-","**","-","**"
"8600000US02048","ZCTA5 02048","8650","253","364","170","559","184","252","148","53","44","(X)","(X)","4.2","2.0","6.5","2.1","2.9","1.7","0.6","0.5","99","108","0","23","38","53","61","93","0","23","1.1","1.2","0.0","9.2","6.8","9.0","24.2","32.0","0.0","42.3"
"8600000US02050","ZCTA5 02050","9886","359","123","76","349","142","27","31","11","12","(X)","(X)","1.2","0.8","3.5","1.4","0.3","0.3","0.1","0.1","18","28","0","23","18","28","0","23","0","23","0.2","0.3","0.0","24.4","5.2","7.8","0.0","59.2","0.0","92.8"
"8600000US02052","ZCTA5 02052","4245","157","118","60","299","112","86","61","95","94","(X)","(X)","2.8","1.4","7.0","2.7","2.0","1.4","2.2","2.2","18","21","10","16","8","13","0","19","0","19","0.4","0.5","8.5","13.4","2.7","4.6","0.0","32.1","0.0","29.9"
"8600000US02053","ZCTA5 02053","4735","164","59","56","293","116","75","54","76","54","(X)","(X)","1.2","1.2","6.2","2.5","1.6","1.2","1.6","1.1","14","24","0","19","14","24","0","19","0","19","0.3","0.5","0.0","40.1","4.8","8.0","0.0","35.2","0.0","34.9"
"8600000US02054","ZCTA5 02054","3161","153","108","59","336","156","17","26","0","17","(X)","(X)","3.4","1.9","10.6","4.9","0.5","0.8","0.0","1.1","146","129","23","37","123","121","0","17","0","17","4.6","4.1","21.3","31.0","36.6","28.0","0.0","74.6","-","**"
"8600000US02056","ZCTA5 02056","3186","154","70","42","144","60","19","22","19","21","(X)","(X)","2.2","1.3","4.5","1.8","0.6","0.7","0.6","0.7","6","9","0","19","6","9","0","19","0","19","0.2","0.3","0.0","36.7","4.2","6.4","0.0","70.6","0.0","70.6"
"8600000US02061","ZCTA5 02061","3666","111","104","53","119","49","31","30","11","17","(X)","(X)","2.8","1.4","3.2","1.4","0.8","0.8","0.3","0.5","6","11","0","19","6","11","0","19","0","19","0.2","0.3","0.0","27.9","5.0","9.3","0.0","55.3","0.0","92.8"
"8600000US02062","ZCTA5 02062","11971","335","655","175","1481","254","348","92","249","98","(X)","(X)","5.5","1.5","12.4","2.1","2.9","0.8","2.1","0.8","646","194","94","74","444","165","88","48","20","26","5.4","1.6","14.4","10.9","30.0","9.0","25.3","11.4","8.0","10.5"
"8600000US02066","ZCTA5 02066","6922","306","91","50","316","151","48","48","41","47","(X)","(X)","1.3","0.7","4.6","2.2","0.7","0.7","0.6","0.7","9","15","9","15","0","19","0","19","0","19","0.1","0.2","9.9","18.0","0.0","10.5","0.0","44.4","0.0","48.1"
"8600000US02067","ZCTA5 02067","6326","158","311","131","1286","223","673","98","122","67","(X)","(X)","4.9","2.1","20.3","3.5","10.6","1.5","1.9","1.1","277","98","0","19","179","85","98","60","0","19","4.4","1.5","0.0","10.6","13.9","6.4","14.6","8.5","0.0","24.6"
"8600000US02071","ZCTA5 02071","196","76","0","12","0","12","18","32","0","12","(X)","(X)","0.0","16.3","0.0","16.3","9.2","14.5","0.0","16.3","0","12","0","12","0","12","0","12","0","12","0.0","16.3","-","**","-","**","0.0","72.5","-","**"
"8600000US02072","ZCTA5 02072","10900","330","397","138","1925","238","383","90","244","101","(X)","(X)","3.6","1.3","17.7","2.2","3.5","0.8","2.2","0.9","715","183","24","37","549","177","103","67","39","44","6.6","1.7","6.0","9.4","28.5","8.5","26.9","14.9","16.0","17.2"
"8600000US02081","ZCTA5 02081","7143","303","435","236","614","180","59","44","112","71","(X)","(X)","6.1","3.4","8.6","2.5","0.8","0.6","1.6","1.0","118","87","0","19","80","74","9","14","29","46","1.7","1.2","0.0","7.7","13.0","11.7","15.3","28.3","25.9","35.2"
"8600000US02090","ZCTA5 02090","5541","204","97","55","513","144","312","81","102","62","(X)","(X)","1.8","1.0","9.3","2.6","5.6","1.5","1.8","1.1","115","82","16","26","54","52","45","37","0","19","2.1","1.5","16.5","27.6","10.5","9.7","14.4","10.6","0.0","28.3"
"8600000US02093","ZCTA5 02093","4258","155","116","70","150","68","31","28","12","19","(X)","(X)","2.7","1.6","3.5","1.6","0.7","0.7","0.3","0.4","49","56","37","53","12","19","0","19","0","19","1.2","1.3","31.9","36.8","8.0","12.6","0.0","55.3","0.0","88.8"
"8600000US02108","ZCTA5 02108","2091","242","50","47","235","128","115","79","30","36","(X)","(X)","2.4","2.3","11.2","6.0","5.5","3.8","1.4","1.7","0","12","0","12","0","12","0","12","0","12","0.0","1.7","0.0","43.5","0.0","13.8","0.0","25.8","0.0","56.2"
"8600000US02109","ZCTA5 02109","1976","204","118","83","268","117","80","77","16","29","(X)","(X)","6.0","4.3","13.6","5.5","4.0","3.8","0.8","1.4","46","48","23","37","0","12","23","31","0","12","2.3","2.4","19.5","28.1","0.0","12.2","28.8","43.8","0.0","76.9"
"8600000US02110","ZCTA5 02110","1291","166","66","63","144","72","28","40","23","38","(X)","(X)","5.1","5.0","11.2","5.5","2.2","3.0","1.8","2.9","0","12","0","12","0","12","0","12","0","12","0.0","2.7","0.0","37.9","0.0","21.4","0.0","58.2","0.0","64.2"
"8600000US02111","ZCTA5 02111","3452","290","311","161","361","137","1446","210","132","79","(X)","(X)","9.0","4.5","10.5","3.7","41.9","5.3","3.8","2.3","1062","216","18","29","61","79","983","192","0","17","30.8","5.5","5.8","9.4","16.9","19.6","68.0","7.8","0.0","23.0"
"8600000US02113","ZCTA5 02113","4117","254","356","141","457","119","108","67","28","26","(X)","(X)","8.6","3.3","11.1","2.9","2.6","1.6","0.7","0.6","310","131","99","93","149","69","52","55","10","17","7.5","3.0","27.8","22.4","32.6","12.8","48.1","37.7","35.7","49.5"
"8600000US02114","ZCTA5 02114","7499","341","562","165","1001","202","576","186","151","70","(X)","(X)","7.5","2.1","13.3","2.6","7.7","2.5","2.0","0.9","342","147","32","31","173","123","137","82","0","19","4.6","1.9","5.7","5.8","17.3","11.2","23.8","11.3","0.0","20.5"
"8600000US02115","ZCTA5 02115","9136","326","1311","217","1177","226","1386","220","187","85","(X)","(X)","14.3","2.3","12.9","2.4","15.2","2.4","2.0","0.9","1555","244","353","128","410","129","728","161","64","40","17.0","2.6","26.9","8.9","34.8","8.9","52.5","7.7","34.2","22.6"
"8600000US02116","ZCTA5 02116","12223","456","900","219","1170","218","1373","210","203","99","(X)","(X)","7.4","1.7","9.6","1.8","11.2","1.6","1.7","0.8","1100","247","124","79","108","85","791","182","77","66","9.0","2.0","13.8","8.5","9.2","6.9","57.6","7.5","37.9","23.8"
"8600000US02118","ZCTA5 02118","13193","350","2124","291","1017","204","1446","263","404","153","(X)","(X)","16.1","2.2","7.7","1.5","11.0","1.9","3.1","1.2","1693","286","632","175","45","50","851","236","165","96","12.8","2.1","29.8","7.2","4.4","4.8","58.9","10.6","40.8","17.2"
"8600000US02119","ZCTA5 02119","11570","368","3361","371","1231","213","109","48","606","143","(X)","(X)","29.0","3.1","10.6","1.8","0.9","0.4","5.2","1.2","2095","347","1334","301","510","162","48","33","203","106","18.1","2.9","39.7","7.5","41.4","8.6","44.0","24.7","33.5","13.9"
"8600000US02120","ZCTA5 02120","4926","303","1392","210","558","149","493","131","176","78","(X)","(X)","28.3","3.8","11.3","3.0","10.0","2.7","3.6","1.6","581","153","406","135","15","25","114","65","46","42","11.8","3.0","29.2","8.0","2.7","4.2","23.1","12.9","26.1","20.8"
"8600000US02121","ZCTA5 02121","10666","359","3373","396","1157","282","51","40","351","118","(X)","(X)","31.6","3.6","10.8","2.6","0.5","0.4","3.3","1.1","1750","281","1298","264","318","128","8","12","126","75","16.4","2.5","38.5","6.5","27.5","9.7","15.7","24.3","35.9","19.9"
"8600000US02122","ZCTA5 02122","8591","343","1101","210","1489","218","1400","229","118","65","(X)","(X)","12.8","2.4","17.3","2.5","16.3","2.7","1.4","0.7","1502","256","412","145","258","109","811","205","21","33","17.5","2.9","37.4","10.7","17.3","7.0","57.9","10.4","17.8","26.1"
"8600000US02124","ZCTA5 02124","19143","492","3404","410","2679","412","1010","199","519","187","(X)","(X)","17.8","2.0","14.0","2.2","5.3","1.0","2.7","1.0","2081","351","996","261","554","205","507","190","24","29","10.9","1.8","29.3","6.2","20.7","6.5","50.2","13.4","4.6","5.7"
"8600000US02125","ZCTA5 02125","12705","354","2576","279","2566","304","1207","176","252","98","(X)","(X)","20.3","2.0","20.2","2.4","9.5","1.4","2.0","0.8","2138","308","741","173","753","192","585","155","59","62","16.8","2.3","28.8","6.3","29.3","5.9","48.5","9.0","23.4","20.4"
"8600000US02126","ZCTA5 02126","10088","423","1274","230","2094","337","60","54","168","88","(X)","(X)","12.6","2.3","20.8","3.1","0.6","0.5","1.7","0.9","1203","273","376","164","784","232","26","39","17","27","11.9","2.7","29.5","11.5","37.4","8.7","43.3","49.8","10.1","16.4"
"8600000US02127","ZCTA5 02127","17135","467","1825","237","784","180","701","193","151","68","(X)","(X)","10.7","1.3","4.6","1.0","4.1","1.1","0.9","0.4","1355","240","747","167","162","101","401","175","45","31","7.9","1.4","40.9","8.5","20.7","11.7","57.2","13.7","29.8","17.9"
"8600000US02128","ZCTA5 02128","16565","338","7335","414","1186","202","701","166","418","118","(X)","(X)","44.3","2.1","7.2","1.3","4.2","1.0","2.5","0.7","4254","418","3502","405","329","112","209","97","214","82","25.7","2.3","47.7","4.3","27.7","8.1","29.8","11.4","51.2","14.8"
"8600000US02129","ZCTA5 02129","9162","219","751","191","559","142","522","124","105","70","(X)","(X)","8.2","2.1","6.1","1.6","5.7","1.4","1.1","0.8","549","156","334","131","64","46","151","76","0","19","6.0","1.7","44.5","12.9","11.4","7.6","28.9","12.9","0.0","27.7"
"8600000US02130","ZCTA5 02130","16824","454","3399","365","1638","242","766","187","483","160","(X)","(X)","20.2","2.1","9.7","1.5","4.6","1.1","2.9","0.9","1580","244","1309","235","91","65","155","81","25","29","9.4","1.4","38.5","5.6","5.6","3.9","20.2","8.8","5.2","6.0"
"8600000US02131","ZCTA5 02131","12692","330","2719","283","1902","226","262","114","368","131","(X)","(X)","21.4","2.1","15.0","1.7","2.1","0.9","2.9","1.0","1319","271","769","211","435","151","34","45","81","55","10.4","2.1","28.3","6.2","22.9","7.3","13.0","16.3","22.0","12.7"
"8600000US02132","ZCTA5 02132","11448","287","681","189","1098","246","703","137","161","79","(X)","(X)","5.9","1.6","9.6","2.1","6.1","1.2","1.4","0.7","463","183","58","86","211","127","162","94","32","40","4.0","1.6","8.5","12.0","19.2","9.8","23.0","12.3","19.9","21.0"
"8600000US02134","ZCTA5 02134","8582","347","884","241","1542","317","1621","245","212","120","(X)","(X)","10.3","2.8","18.0","3.6","18.9","2.7","2.5","1.4","1064","279","197","125","283","167","531","185","53","43","12.4","3.2","22.3","13.2","18.4","8.8","32.8","9.2","25.0","23.4"
"8600000US02135","ZCTA5 02135","19568","493","1971","312","3523","345","2202","281","355","159","(X)","(X)","10.1","1.6","18.0","1.7","11.3","1.4","1.8","0.8","2689","315","414","167","1324","282","923","168","28","28","13.7","1.5","21.0","7.1","37.6","5.9","41.9","6.2","7.9","7.9"
"8600000US02136","ZCTA5 02136","12000","353","2888","330","2500","306","190","93","467","172","(X)","(X)","24.1","2.6","20.8","2.5","1.6","0.8","3.9","1.4","1643","337","752","240","717","231","75","68","99","75","13.7","2.8","26.0","7.5","28.7","8.3","39.5","29.3","21.2","14.9"
"8600000US02138","ZCTA5 02138","14188","393","912","183","1925","251","1541","227","416","138","(X)","(X)","6.4","1.3","13.6","1.8","10.9","1.6","2.9","1.0","508","148","35","46","165","78","297","127","11","17","3.6","1.0","3.8","5.0","8.6","3.8","19.3","7.7","2.6","3.8"
"8600000US02139","ZCTA5 02139","14641","411","1266","175","2132","290","1329","221","527","141","(X)","(X)","8.6","1.2","14.6","1.9","9.1","1.5","3.6","1.0","722","174","192","75","246","109","173","94","111","70","4.9","1.2","15.2","5.6","11.5","4.9","13.0","6.5","21.1","10.7"
"8600000US02140","ZCTA5 02140","9474","368","606","158","1593","272","780","172","660","193","(X)","(X)","6.4","1.7","16.8","2.7","8.2","1.8","7.0","2.0","779","175","19","24","291","126","301","100","168","109","8.2","1.7","3.1","3.8","18.3","6.7","38.6","11.6","25.5","13.3"
"8600000US02141","ZCTA5 02141","6925","293","797","164","1291","159","696","160","181","69","(X)","(X)","11.5","2.4","18.6","2.2","10.1","2.2","2.6","1.0","475","162","209","117","152","77","109","73","5","8","6.9","2.3","26.2","12.4","11.8","6.2","15.7","9.6","2.8","4.3"
"8600000US02142","ZCTA5 02142","1761","171","138","67","183","60","405","116","69","46","(X)","(X)","7.8","3.7","10.4","3.3","23.0","5.9","3.9","2.6","159","76","0","12","26","38","129","70","4","7","9.0","4.2","0.0","22.2","14.2","19.8","31.9","12.5","5.8","10.9"
"8600000US02143","ZCTA5 02143","11084","353","751","172","1934","272","957","188","186","79","(X)","(X)","6.8","1.5","17.4","2.4","8.6","1.7","1.7","0.7","713","196","52","50","524","183","101","56","36","48","6.4","1.7","6.9","6.2","27.1","7.6","10.6","5.6","19.4","21.1"
"8600000US02144","ZCTA5 02144","10686","313","506","188","1335","264","439","125","189","135","(X)","(X)","4.7","1.7","12.5","2.4","4.1","1.2","1.8","1.3","515","210","158","132","231","122","40","36","86","90","4.8","1.9","31.2","21.4","17.3","7.9","9.1","8.2","45.5","38.4"
"8600000US02145","ZCTA5 02145","10915","285","1736","292","2401","353","686","199","174","111","(X)","(X)","15.9","2.6","22.0","3.2","6.3","1.8","1.6","1.0","1482","265","596","234","598","172","264","127","24","38","13.6","2.4","34.3","12.0","24.9","6.2","38.5","15.3","13.8","19.8"
"8600000US02148","ZCTA5 02148","23025","619","1617","264","4647","630","4191","408","1168","275","(X)","(X)","7.0","1.1","20.2","2.8","18.2","1.8","5.1","1.2","3982","494","373","194","1042","283","2310","343","257","148","17.3","2.2","23.1","11.0","22.4","5.4","55.1","5.6","22.0","12.0"
"8600000US02149","ZCTA5 02149","16021","481","3384","335","4484","427","711","202","237","110","(X)","(X)","21.1","2.3","28.0","2.9","4.4","1.3","1.5","0.7","2792","434","1101","283","1499","324","142","81","50","48","17.4","2.8","32.5","7.4","33.4","6.3","20.0","11.3","21.1","21.3"
"8600000US02150","ZCTA5 02150","13259","405","7130","308","828","185","338","108","442","148","(X)","(X)","53.8","2.4","6.2","1.3","2.5","0.8","3.3","1.1","3176","373","2696","345","227","107","164","94","89","55","24.0","2.6","37.8","4.4","27.4","10.6","48.5","19.1","20.1","10.3"
"8600000US02151","ZCTA5 02151","19232","609","4632","404","3033","387","766","185","842","210","(X)","(X)","24.1","2.1","15.8","2.0","4.0","1.0","4.4","1.1","2754","464","1325","346","768","231","309","120","352","153","14.3","2.4","28.6","6.8","25.3","6.2","40.3","13.1","41.8","12.8"
"8600000US02152","ZCTA5 02152","7831","285","626","205","981","219","45","44","163","130","(X)","(X)","8.0","2.6","12.5","2.8","0.6","0.6","2.1","1.7","215","112","76","70","127","82","12","18","0","19","2.7","1.4","12.1","10.6","12.9","8.5","26.7","40.4","0.0","19.2"
"8600000US02155","ZCTA5 02155","22887","441","1177","239","4196","352","1418","261","369","135","(X)","(X)","5.1","1.1","18.3","1.5","6.2","1.2","1.6","0.6","1371","302","102","73","833","223","435","187","1","8","6.0","1.3","8.7","5.9","19.9","5.1","30.7","10.3","0.3","2.1"
"8600000US02163","ZCTA5 02163","506","80","86","52","96","29","100","36","13","13","(X)","(X)","17.0","10.1","19.0","6.3","19.8","6.1","2.6","2.7","22","10","0","12","0","12","22","10","0","12","4.3","1.9","0.0","32.1","0.0","29.7","22.0","8.5","0.0","85.4"
"8600000US02169","ZCTA5 02169","25468","518","874","233","3197","466","4050","350","622","180","(X)","(X)","3.4","0.9","12.6","1.8","15.9","1.4","2.4","0.7","2686","392","165","109","705","208","1718","324","98","86","10.5","1.5","18.9","11.8","22.1","5.9","42.4","6.3","15.8","11.7"
